CÓDIGO	CÓDIGO OPCIONAL	TIPO	DESCRIÇÃO	LOCAL	UN.	DIMENSÃO	CLIENTE	LOTE	ITEM NF	NF	VALIDADE	ESTAÇÃO	QTD ESTOQUE	DATA ENTRADA
2825026	39238	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO INOX	C7.1	UN	1.0	EMBRAER	1282250	1	2177303.0		75.0	73	2025-12-01 10:50:27
2825032	39266	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.3	UN	1.0	EMBRAER	C031441457	12	2284844.0		1150.0	0	2025-12-01 10:50:27
2825032	39266	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.3	UN	1.0	EMBRAER	C031245103	13	2284844.0		1150.0	1306	2025-12-01 10:50:27
2825032	39266	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.3	UN	1.0	EMBRAER	C031245103	16	2284844.0		1150.0	1454	2025-12-01 10:50:27
2825098	-	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.4	UN	1.0	EMBRAER	C025321279	9	2222424.0		175.0	0	2025-12-01 10:50:27
2825098	-	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.4	UN	1.0	EMBRAER	C030377546	4	2392032.0		1.0	24	2025-12-01 10:50:27
2825098	-	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.4	UN	1.0	EMBRAER	C021147576	3	2392032.0		1.0	138	2025-12-01 10:50:27
2825098	-	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.4	UN	1.0	EMBRAER	C030377546	5	2392032.0		1.0	174	2025-12-01 10:50:27
2828573	-	HARDWARE	PINO-FIXACAO,PAINEL SANDUICHE,AL	A8.3	UN	1.0	EMBRAER	C031029421	4	2245563.0		2875.0	0	2025-12-01 10:50:27
2828573	-	HARDWARE	PINO-FIXACAO,PAINEL SANDUICHE,AL	A8.3	UN	1.0	EMBRAER	C031536525	2	2245563.0		2875.0	613	2025-12-01 10:50:27
2828573	-	HARDWARE	PINO-FIXACAO,PAINEL SANDUICHE,AL	A8.3	UN	1.0	EMBRAER	C031771374	3	2245563.0		2875.0	334	2025-12-01 10:50:27
2828573	-	HARDWARE	PINO-FIXACAO,PAINEL SANDUICHE,AL	A8.3	UN	1.0	EMBRAER	C031779220	1	2245563.0		2875.0	1679	2025-12-01 10:50:27
2828573	-	HARDWARE	PINO-FIXACAO,PAINEL SANDUICHE,AL	A8.3	UN	1.0	EMBRAER	C031536525	8	2245563.0		2875.0	1495	2025-12-01 10:50:27
2941755	9120007 - 1426046	PERECÍVEIS	ADESIVO,EPOXI,AV 138,COMPONENTE A	H2.4	KG	0.4	EMBRAER	C030732135	9	2272441.0	2026-07-30	2.0	1,5	2025-12-01 10:50:27
2941755	9120007 - 1426046	PERECÍVEIS	ADESIVO,EPOXI,AV 138,COMPONENTE A	H2.4	KG	0.4	EMBRAER	C030732135	8	2272441.0	2026-07-30	2.0	2	2025-12-01 10:50:27
2941755	9120007 - 1426046	PERECÍVEIS	ADESIVO,EPOXI,AV 138,COMPONENTE A	H2.4	KG	0.4	EMBRAER	C031230790	3	2391847.0	2026-10-30	0.4	1	2025-12-01 10:50:27
2941755	9120007 - 1426046	PERECÍVEIS	ADESIVO,EPOXI,AV 138,COMPONENTE A	H2.4	KG	0.4	EMBRAER	C031500518	4	2391847.0	2027-03-30	0.4	1	2025-12-01 10:50:27
2941755	9120007 - 1426046	PERECÍVEIS	ADESIVO,EPOXI,AV 138,COMPONENTE A	H2.4	KG	0.4	EMBRAER	C031230790	9	2391847.0	2026-10-30	0.4	2	2025-12-01 10:50:27
3000720	0	PERECÍVEIS	LENCOL,BORRACHA CLOROPRENE,1.0MM, L=1.0 M	F2	CADASTRAR	2.0	EMBRAER	C021252094	1	43187.0	2034-12-31	10.0	0,5	2025-12-01 10:50:27
3000736	-	PERECÍVEIS	Lencol borracha ECOD3000736	F1	M²	2.700	EMBRAER	C030327701	1	1258086	2039-05-10	2,700	1	2025-12-09 09:33:21
3006518	4059999 - 2102068 - 3233817	PERECÍVEIS	FITA CARRAPICHO,NAILON,1 POL,PRETA,ARGOLA	F4.5	M	45.72	EMBRAER	C031737555	1	2355006.0	2026-07-15	45.7	1	2025-12-01 10:50:27
3006518	4059999 - 2102068 - 3233817	PERECÍVEIS	FITA CARRAPICHO,NAILON,1 POL,PRETA,ARGOLA	F4.5	M	45.72	EMBRAER	C031737555	2	2355006.0	2026-07-15	45.7	1	2025-12-01 10:50:27
3006933	2134465-4193655	PAINEL	PAINEL,SANDUICHE,1/2POL-NOMEX,VIDRO/RESINA FENOLICA,TIPO IV	DEFINIR	UN	2.97	EMBRAER	C024519028	2	2303110.0		14.86	0	2025-12-01 10:50:27
3006933	2134465-4193655	PAINEL	PAINEL,SANDUICHE,1/2POL-NOMEX,VIDRO/RESINA FENOLICA,TIPO IV	DEFINIR	UN	2.97	EMBRAER	C030918735	2	2356805.0		14.86	1	2025-12-01 10:50:27
3007115	1003069	PAINEL	PAINEL,SANDUICHE,1/4POL- NUC AL/FACE AL .012POL,TIPO 1	DEFINIR	UN	4.46	EMBRAER	C025760437	2	2360055.0		4.46	0,5961	2025-12-01 10:50:27
3009671	-	PERECÍVEIS	FITA ADESIVA-3/4 POL,BORRACHA        	F3.7	M	9.14	EMBRAER	C024111876	2	2367481.0	2026-01-15	457.2	24	2025-12-01 10:50:27
3009671	-	PERECÍVEIS	FITA ADESIVA-3/4 POL,BORRACHA        	F3.7	M	9.14	EMBRAER	C030767477	1	2411693	2026-06-16	457.2	5	2026-01-05 12:40:25
3017404	-	HARDWARE	ILHOS-AJUSTAVEL,PLASTICO	A4.6	M	1.0	EMBRAER	C030511629	2	2319730.0		3.23	33	2025-12-01 10:50:27
3017404	-	HARDWARE	ILHOS-AJUSTAVEL,PLASTICO	A4.6	M	1.0	EMBRAER	C030511629	1	2319730.0		3.23	20	2025-12-01 10:50:27
3017404	-	HARDWARE	ILHOS-AJUSTAVEL,PLASTICO	A4.6	M	1.0	EMBRAER	C030511629	6	2392032.0		3,23	20	2025-12-01 10:50:27
3018092	-	PAINEL	PLACA ESPUMA DE POLIETILENO COM 3 POL	DEFINIR	UN	2.97	EMBRAER	C023480747	1	1049689.0		2.23	2	2025-12-01 10:50:27
3019741		PERECÍVEIS	PERFIL BORRACHA DE SILICONE B452 REFORCADO COM TERYLENE PRF 89	F1.4	M	3.0	EMBRAER	C025562885	1	2084447.0	2043-08-05	3.0	4	2025-12-01 10:50:27
3019741		PERECÍVEIS	PERFIL BORRACHA DE SILICONE B452 REFORCADO COM TERYLENE PRF 89	F1.4	M	3.0	EMBRAER	C025768906	1	2104560.0	2043-07-17	3.0	2	2025-12-01 10:50:27
3020910	-	PAINEL	PLACA,ESPUMA POLIMIDA FLEXIVEL,1/2POL-TIPO I	DEFINIR	UN	2.97	EMBRAER	10301567	1	2059852.0		74.32	10	2025-12-01 10:50:27
3020910	-	PAINEL	PLACA,ESPUMA POLIMIDA FLEXIVEL,1/2POL-TIPO I	DEFINIR	UN	2.97	EMBRAER	C015798849	1	2147818.0		74.32	25	2025-12-01 10:50:27
306098	2137140-6141209-19298	HARDWARE	REBITE CEGO - AF5140R3-3	B2.2	UN	1.0	EMBRAER	C021368429	1	2087761.0		5.0	29	2025-12-01 10:50:27
306098	2137140-6141209-19298	HARDWARE	REBITE CEGO - AF5140R3-3	B2.2	UN	1.0	EMBRAER	C021368429	3	2087761.0		5.0	5	2025-12-01 10:50:27
306098	2137140-6141209-19298	HARDWARE	REBITE CEGO - AF5140R3-3	B2.2	UN	1.0	EMBRAER	C021368429	11	2087761.0		5.0	5	2025-12-01 10:50:27
306098	2137140-6141209-19298	HARDWARE	REBITE CEGO - AF5140R3-3	B2.2	UN	1.0	EMBRAER	C021368429	12	2087761.0		5.0	5	2025-12-01 10:50:27
306098	2137140-6141209-19298	HARDWARE	REBITE CEGO - AF5140R3-3	B2.2	UN	1.0	EMBRAER	C021368429	6	2087761.0		5.0	23	2025-12-01 10:50:27
32129	2706022-1033663-7740625	HARDWARE	REBITE CEGO - CR3212-4-3	B2.1	UN	1.0	EMBRAER	C025034214	1	2079812.0		6.0	5	2025-12-01 10:50:27
32129	2706022-1033663-7740625	HARDWARE	REBITE CEGO - CR3212-4-3	B2.1	UN	1.0	EMBRAER	C025034214	2	2079812.0		6.0	6	2025-12-01 10:50:27
32129	2706022-1033663-7740625	HARDWARE	REBITE CEGO - CR3212-4-3	B2.1	UN	1.0	EMBRAER	C025034214	14	2079812.0		6.0	6	2025-12-01 10:50:27
32129	2706022-1033663-7740625	HARDWARE	REBITE CEGO - CR3212-4-3	B2.1	UN	1.0	EMBRAER	C025034214	21	2079812.0		6.0	6	2025-12-01 10:50:27
3224410	-	HARDWARE	INSERTO	B5.1	UN	1.0	EMBRAER	C025123461	3	2098621.0		100.0	25	2025-12-01 10:50:27
3224410	-	HARDWARE	INSERTO	B5.1	UN	1.0	EMBRAER	C025123461	15	2098621.0		100.0	63	2025-12-01 10:50:27
3224410	-	HARDWARE	INSERTO	B5.1	UN	1.0	EMBRAER	C011060083	1	2098621.0		100.0	2	2025-12-01 10:50:27
3224410	-	HARDWARE	INSERTO	B5.1	UN	1.0	EMBRAER	C011060083	16	2098621.0		100.0	38	2025-12-01 10:50:27
3224410	-	HARDWARE	INSERTO	B5.1	UN	1.0	EMBRAER	10029132	3	2098621.0		100.0	11	2025-12-01 10:50:27
3224410	-	HARDWARE	INSERTO	B5.1	UN	1.0	EMBRAER	8003090236	2	2098621.0		100.0	11	2025-12-01 10:50:27
32624	7725963-2706555-2214838-1033685	HARDWARE	REBITE CEGO ALUMINIO - AF3213-4-02	C2.1	UN	1.0	EMBRAER	C021844902	1	1918856.0		9.0	17	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C025760079	1	2319730.0		600.0	0	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C025279944	2	2319730.0		600.0	0	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C025688929	10	2319730.0		600.0	412	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C030882890	14	2319730.0		600.0	625	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C030858206	26	2319730.0		600.0	100	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C030884050	39	2319730.0		600.0	80	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C030854834	20	2319730.0		600.0	31	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C030855023	35	2319730.0		600.0	234	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C025760079	18	2319730.0		600.0	477	2025-12-01 10:50:27
326948	257444	HARDWARE	INSERTO	B2.3	UN	1.0	EMBRAER	C025760079	19	2319730.0		600.0	535	2025-12-01 10:50:27
327025	257450	HARDWARE	INSERTO	B2.4	UN	1.0	EMBRAER	C025814633	36	2348500.0		600.0	0	2025-12-01 10:50:27
327025	257450	HARDWARE	INSERTO	B2.4	UN	1.0	EMBRAER	C030485194	11	2348500.0		600.0	1066	2025-12-01 10:50:27
327025	257450	HARDWARE	INSERTO	B2.4	UN	1.0	EMBRAER	C030485194	2	2348500.0		600.0	765	2025-12-01 10:50:27
327025	257450	HARDWARE	INSERTO	B2.4	UN	1.0	EMBRAER	C031819165	1	2348500.0		600.0	735	2025-12-01 10:50:27
3391097	-	PAINEL	PAINEL,SANDUICHE,3/8POL-NUC AL/FACE AL .02POL,TIPO 2, CL IV	DEFINIR	UN	2.97	EMBRAER	C031071223	1	2356805.0		8.91	10	2025-12-01 10:50:27
3391136	4927112	PAINEL	CHAPA RETANGULAR COM NUCLEO COLMEIA DE ALUMINIO	DEFINIR	UN	2.97	EMBRAER	C025829108	1	2184659.0		14.85	4	2025-12-01 10:50:27
349064		PERECÍVEIS	TINTA,POLIURETANO,ANTI DERRAPANTE,PRETO, TIPO II        	G5.2	L	12.3	EMBRAER	C031670391	2	2352239.0	2026-03-25	12.0	0,63	2025-12-01 10:50:27
349064		PERECÍVEIS	TINTA,POLIURETANO,ANTI DERRAPANTE,PRETO, TIPO II        	G5.2	L	12.3	EMBRAER	C031929653	3	2394219.0	2026-03-25	12.3	1	2025-12-01 10:50:27
3694914	2824927	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	C7.2	UN	1.0	EMBRAER	C021402068	2	2245125.0		50.0	26	2025-12-01 10:50:27
3694914	2824927	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	C7.2	UN	1.0	EMBRAER	C021402068	1	2245125.0		50.0	50	2025-12-01 10:50:27
3694914	2824927	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	C7.2	UN	1.0	EMBRAER	C021402068	2	2401343		50.0	50	2025-12-02 15:30:23
3694914	2824927	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	C7.2	UN	1.0	EMBRAER	C021402068	4	2401343		50.0	50	2025-12-02 15:33:00
3710605	-	PERECÍVEIS	PERFIL P,SILICONE,COBERTURA,DOBRADICA	F1.5	M	1.83	EMBRAER	C031008163	1	2287089.0		2.0	1	2025-12-01 10:50:27
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C030743694	1	2245871.0		791.0	0	2025-12-01 10:50:27
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C031479562	13	2245871.0		791.0	390	2025-12-01 10:50:27
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C031231677	18	2398517.0		791	70	2025-12-01 10:50:27
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C024766683	19	2398517.0		791	55	2025-12-01 10:50:27
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C031872046	17	2398517.0		791	3	2025-12-01 10:50:27
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C031684722	16	2398517.0		791	663	2025-12-01 10:50:27
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C025152643	1	2410006		791	196	2026-01-05 13:00:17
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C031975496	2	2410006		791	25	2026-01-05 13:00:58
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C031479562	3	2410006		791	2	2026-01-05 13:04:05
3761204	-	HARDWARE	SUPORTE-FIXADOR,CABO ELETRICO,PLASTICO	B1.1	UN	1.0	EMBRAER	C031684722	4	2410006		791	32	2026-01-05 13:04:50
382531	-	HARDWARE	ARRUELA PLANA-PLASTICO	B2.5	UN	1.0	EMBRAER	C019936746	18	2206446.0		15.0	11	2025-12-01 10:50:27
382531	-	HARDWARE	ARRUELA PLANA-PLASTICO	B2.5	UN	1.0	EMBRAER	C019936746	7	2206446.0		15.0	15	2025-12-01 10:50:27
3833120	2413694	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO IMPREGNADA	DEFINIR	UN	2.97	EMBRAER	C019056620	1	2306921.0		5.95	1	2025-12-01 10:50:27
3833120	2413694	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO IMPREGNADA	DEFINIR	UN	2.97	EMBRAER	C021647717	1	2346966.0		5.95	1	2025-12-01 10:50:27
3833297	2749009	PAINEL	PAINEL,SANDUICHE,1.0IN-NOMEX,VIDRO/RESINA FENOLICA	DEFINIR	UN	2.97	EMBRAER	C010820754	1	2215140.0		2.97	2	2025-12-01 10:50:27
3833297	2749009	PAINEL	PAINEL,SANDUICHE,1.0IN-NOMEX,VIDRO/RESINA FENOLICA	DEFINIR	UN	2.97	EMBRAER	C012222227	1	2216399.0		2.97	2	2025-12-01 10:50:27
3868113	2071857-3715344	PAINEL	PAINEL,SANDUICHE,1/8POL-NOMEX,VIDRO/RESINA EPOXI,TIPO VIII	DEFINIR	M2	2.97	EMBRAER	C025614405	1	2362772.0		2.97	1	2025-12-01 10:50:27
3868113	2071857-3715344	PAINEL	PAINEL,SANDUICHE,1/8POL-NOMEX,VIDRO/RESINA EPOXI,TIPO VIII	DEFINIR	M2	2.97	EMBRAER	C025614405	2	2362772.0		2.97	1	2025-12-01 10:50:27
3868113	2071857-3715344	PAINEL	PAINEL,SANDUICHE,1/8POL-NOMEX,VIDRO/RESINA EPOXI,TIPO VIII	DEFINIR	M2	2.97	EMBRAER	C030261330	3	2243791.0		2.97	1	2025-12-01 10:50:27
3868113	2071857-3715344	PAINEL	PAINEL,SANDUICHE,1/8POL-NOMEX,VIDRO/RESINA EPOXI,TIPO VIII	DEFINIR	M2	2.97	EMBRAER	C030326269	1	2374619.0		2.97	3	2025-12-01 10:50:27
3868113	2071857-3715344	PAINEL	PAINEL,SANDUICHE,1/8POL-NOMEX,VIDRO/RESINA EPOXI,TIPO VIII	DEFINIR	M2	2.97	EMBRAER	C030326269	2	2374619.0		2.97	3	2025-12-01 10:50:27
3868163	1390137-8958786-3715394	PAINEL	PAINEL,SANDUICHE,1/4POL-NOMEX,VIDRO/RESINA EPOXI,TIPO III	DEFINIR	UN	2.97	EMBRAER	C031683628	1	2379827.0		17.85	2	2025-12-01 10:50:27
3868163	1390137-8958786-3715394	PAINEL	PAINEL,SANDUICHE,1/4POL-NOMEX,VIDRO/RESINA EPOXI,TIPO III	DEFINIR	UN	2.97	EMBRAER	C031078654	2	2379827.0		17.85	5	2025-12-01 10:50:27
3868163	1390137-8958786-3715394	PAINEL	PAINEL,SANDUICHE,1/4POL-NOMEX,VIDRO/RESINA EPOXI,TIPO III	DEFINIR	UN	2.97	EMBRAER	 C031078654        	2	2379827.0		17.85	0	2025-12-01 10:50:27
3868163	1390137-8958786-3715394	PAINEL	PAINEL,SANDUICHE,1/4POL-NOMEX,VIDRO/RESINA EPOXI,TIPO III	DEFINIR	UN	2.97	EMBRAER	 C031683628        	1	2379827.0		17.85	0	2025-12-01 10:50:27
3868252	3715861-3388208	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C020994209	1	2258551.0		2.97	1	2025-12-01 10:50:27
3868252	3715861-3388208	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C020994209	2	2258551.0		2.97	1	2025-12-01 10:50:27
3868252	3715861-3388208	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C025642549	1	2199743.0		2.97	2	2025-12-01 10:50:27
3868252	3715861-3388208	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C031502580	2	2391940.0		2.97	2	2025-12-01 10:50:27
3868252	3715861-3388208	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C031502580	1	2391940.0		2.97	2	2025-12-01 10:50:27
3868329	3715500	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO IMPREGNADO COM RESINA EPOXI,COM NUCLEO PAPEL NOMEX ALVEOLAR	DEFINIR	UN	2.97	EMBRAER	C012723511	3	2196917.0		2.97	2	2025-12-01 10:50:27
3868329	3715500	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO IMPREGNADO COM RESINA EPOXI,COM NUCLEO PAPEL NOMEX ALVEOLAR	DEFINIR	UN	2.97	EMBRAER	C020771612	1	2073345.0		2.97	1	2025-12-01 10:50:27
3868391	3717186	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C024897565	5	2098257.0		2.97	1	2025-12-01 10:50:28
3868391	3717186	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C030043044	1	2331574.0		2.97	1	2025-12-01 10:50:28
3868391	3717186	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C030677814	2	2331574.0		2.97	1	2025-12-01 10:50:28
3868468	3715588-8958708-212636-2021535	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO IMPREGNADO COM RESINA EPOXI	DEFINIR	UN	2.97	EMBRAER	C024731689	3	2098257.0		5.95	2	2025-12-01 10:50:28
3868563	1065880	PAINEL	PAINEL,SANDUICHE,1/2POL-NOMEX,VIDRO/EPOXI 2 CAMADAS P/FACE,TP XV	DEFINIR	UN	2.97	EMBRAER	C030677815	2	2278780.0		5.95	0	2025-12-01 10:50:28
3868563	1065880	PAINEL	PAINEL,SANDUICHE,1/2POL-NOMEX,VIDRO/EPOXI 2 CAMADAS P/FACE,TP XV	DEFINIR	UN	2.97	EMBRAER	C031633639	3	2357408.0		5.95	0	2025-12-01 10:50:28
3868563	1065880	PAINEL	PAINEL,SANDUICHE,1/2POL-NOMEX,VIDRO/EPOXI 2 CAMADAS P/FACE,TP XV	DEFINIR	UN	2.97	EMBRAER	C031633639	4	2357408.0		5.95	1	2025-12-01 10:50:28
3868668	3715938	PAINEL	PAINEL,SANDUICHE,1/2POL-NOMEX,VIDRO/EPOXI 2CAMADAS/FACE,TIPO XVII	DEFINIR	UN	2.97	EMBRAER	C019943578	8	2118798.0		10.0	1	2025-12-01 10:50:28
3868668	3715938	PAINEL	PAINEL,SANDUICHE,1/2POL-NOMEX,VIDRO/EPOXI 2CAMADAS/FACE,TIPO XVII	DEFINIR	UN	2.97	EMBRAER	C031524388	1	2401491		10.0	1	2025-12-02 14:13:49
3868668	3715938	PAINEL	PAINEL,SANDUICHE,1/2POL-NOMEX,VIDRO/EPOXI 2CAMADAS/FACE,TIPO XVII	DEFINIR	UN	2.97	EMBRAER	C031524388	1	2411617		10.0	7	2026-01-05 12:31:24
3870736	-	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C031053687	2	2312040.0		3.0	1	2025-12-01 10:50:28
3870736	-	PAINEL	PAINEL SANDUICHE DE FIBRA-VIDRO	DEFINIR	UN	2.97	EMBRAER	C031053687	1	2312040.0		3.0	1	2025-12-01 10:50:28
3870758	3715994	PAINEL	PAINEL,SANDUICHE,3/4POL-NOMEX,VIDRO/EPOXI 2 CAMADAS/ FACE TP XIII	DEFINIR	UN	2.97	EMBRAER	C025605937	1	2357408.0		2.97	2	2025-12-01 10:50:28
3870758	3715994	PAINEL	PAINEL,SANDUICHE,3/4POL-NOMEX,VIDRO/EPOXI 2 CAMADAS/ FACE TP XIII	DEFINIR	UN	2.97	EMBRAER	C025605937	2	2357408.0		2.97	3	2025-12-01 10:50:28
3870770	3715627	PAINEL	PAINEL,SANDUICHE,1 POL-NOMEX,VIDRO	DEFINIR	UN	2.97	EMBRAER	C021363763	3	2173508.0		2.97	2	2025-12-01 10:50:28
3870803	2174417-4193649-2134487	PAINEL	PAINEL,SANDUICHE,1/4POL-NOMEX,VIDRO/RESINA FENOLICA,TIPO II	DEFINIR	UN	2.97	EMBRAER	C022063564	3	2290230.0		14.86	0	2025-12-01 10:50:28
3870803	2174417-4193649-2134487	PAINEL	PAINEL,SANDUICHE,1/4POL-NOMEX,VIDRO/RESINA FENOLICA,TIPO II	DEFINIR	UN	2.97	EMBRAER	C022063564	2	2352549.0		14.86	0	2025-12-01 10:50:28
3870825	2174423-4193661	PAINEL	PAINEL,SANDUICHE,11/32POL-NOMEX,VIDRO/RESINA FENOLICA,TIPO III	DEFINIR	UN	2.97	EMBRAER	C024832115	1	2359887.0		44.59	0	2025-12-01 10:50:28
3870825	2174423-4193661	PAINEL	PAINEL,SANDUICHE,11/32POL-NOMEX,VIDRO/RESINA FENOLICA,TIPO III	DEFINIR	UN	2.97	EMBRAER	C024832115	1	2410683		44.59	8	2025-12-19 10:42:08
3870869	4193683-2134443	PAINEL	PAINEL,SANDUICHE,53/64POL-NOMEX, VIDRO/RESINA FENOLICA,TIPO VI	DEFINIR	UN	2.97	EMBRAER	C020659691	1	1783063.0		2.97	1	2025-12-01 10:50:28
3870958	4272613-2071724	PAINEL	PAINEL,SANDUICHE,.40 POL-BALSA/AL 2024T3 .020"/.012"	DEFINIR	UN	4.46	EMBRAER	C016964345        	1	2031593.0		4.46	1	2025-12-01 10:50:28
3871041	-	PAINEL	PAINEL,SANDUICHE,.40POL-NOMEX,CARBONO/RESINA EPOXI,TP I, CLP 1	DEFINIR	UN	3.77	EMBRAER	C031076830	2	2348780.0		188.5	0	2025-12-01 10:50:28
3871041	-	PAINEL	PAINEL,SANDUICHE,.40POL-NOMEX,CARBONO/RESINA EPOXI,TP I, CLP 1	DEFINIR	UN	3.77	EMBRAER	C031489298	1	2370439.0		188.5	0	2025-12-01 10:50:28
3871041	-	PAINEL	PAINEL,SANDUICHE,.40POL-NOMEX,CARBONO/RESINA EPOXI,TP I, CLP 1	DEFINIR	UN	3.77	EMBRAER	C031927307	1	2395138.0		188,5	9	2025-12-01 10:50:28
3871041	-	PAINEL	PAINEL,SANDUICHE,.40POL-NOMEX,CARBONO/RESINA EPOXI,TP I, CLP 1	DEFINIR	UN	3.77	EMBRAER	C031927307	2	2410683		188,5	45	2025-12-19 10:43:04
390120	-	HARDWARE	PINO	C2.2	UN	1.0	EMBRAER	C024245819	11	1893719.0		12.0	12	2025-12-01 10:50:28
390120	-	HARDWARE	PINO	C2.2	UN	1.0	EMBRAER	C024245819	13	1893719.0		12.0	12	2025-12-01 10:50:28
390120	-	HARDWARE	PINO	C2.2	UN	1.0	EMBRAER	C024245819	10	1893719.0		12.0	12	2025-12-01 10:50:28
3911136	-	PERECÍVEIS	CHAPA DE ESPUMA	F5	M2	1.0	EMBRAER	C030301953	1	2228758.0		3.29	5,8373	2025-12-01 10:50:28
3911136	-	PERECÍVEIS	CHAPA DE ESPUMA	F5	M2	1.0	EMBRAER	C030301953	2	2228758.0		3.29	5,85	2025-12-01 10:50:28
4026704	-	PERECÍVEIS	TECIDO FV RECOBERTA POLIVINIL-AERMA	F2	M2	6.0	EMBRAER	CO24517293	1	1905855.0		34.84	1	2025-12-01 10:50:28
4242295	1081424	PERECÍVEIS	FITA FINELINE PVC SCHOCT        	E2.1	UN	1.0	EMBRAER	C031325008	2	2366349.0	2026-05-04	60.0	1	2025-12-01 10:50:28
4242295	1081424	PERECÍVEIS	FITA FINELINE PVC SCHOCT        	E2.1	UN	1.0	EMBRAER	C031834371	1	2386026.0	2026-02-07	60.0	0,5	2025-12-01 10:50:28
4242295	1081424	PERECÍVEIS	FITA FINELINE PVC SCHOCT        	E2.1	UN	1.0	EMBRAER	C031834371	2	2386026.0	2026-02-07	60.0	2	2025-12-01 10:50:28
4242295	1081424	PERECÍVEIS	FITA FINELINE PVC SCHOCT        	E2.1	UN	1.0	EMBRAER	C031967987	1	2407583	2026-09-25	60.0	2	2025-12-15 14:04:20
4242295	1081424	PERECÍVEIS	FITA FINELINE PVC SCHOCT        	E2.1	UN	1.0	EMBRAER	C031967987	2	2407583	2026-09-25	60.0	2	2025-12-15 14:04:38
